CLASSE;ORDRE;FAMILLE;NOM SCIENTIFIQUE de l'espèce;NOM COMMUN (vernaculaire) de l'espèce
Aves;Passeriformes;Emberizidae;Emberiza bruniceps;Bruant à tête rousse
Aves;Passeriformes;Emberizidae;Emberiza buchanani;Bruant à cou gris
Aves;Passeriformes;Emberizidae;Emberiza caesia;Bruant cendrillard
Aves;Passeriformes;Emberizidae;Emberiza calandra calandra;Bruant proyer
Aves;Passeriformes;Emberizidae;Emberiza chrysophrys;Bruant à sourcils jaunes
Aves;Passeriformes;Emberizidae;Emberiza cia;Bruant fou
Aves;Passeriformes;Emberizidae;Emberiza cineracea;Bruant cendré
Aves;Passeriformes;Emberizidae;Emberiza cirlus;Bruant zizi
Aves;Passeriformes;Emberizidae;Emberiza citrinella;Bruant jaune
Aves;Passeriformes;Emberizidae;Emberiza hortulana;Bruant ortolan
Aves;Passeriformes;Emberizidae;Emberiza leucocephalos;Bruant à calotte blanche
Aves;Passeriformes;Emberizidae;Emberiza melanocephala;Bruant mélanocéphale
Aves;Passeriformes;Emberizidae;Emberiza pallasi;Bruant de Pallas
Aves;Passeriformes;Emberizidae;Emberiza pusilla;Bruant nain
Aves;Passeriformes;Emberizidae;Emberiza rustica;Bruant rustique
Aves;Passeriformes;Emberizidae;Emberiza schoeniclus;Bruant des roseaux
Aves;Passeriformes;Emberizidae;Emberiza spodocephala;Bruant masqué
Aves;Passeriformes;Thraupidae;Emberizoides herbicola;Grand Tardivole 
Aves;Passeriformes;Tyrannidae;Empidonomus varius;Tyran tacheté 
Reptilia;Testudines;Emydidae;Emydoidea blandingii;Tortue mouchetée
Reptilia;Testudines;Emydidae;Emys orbicularis;Cistude d'Europe
Amphibia;Anura;Leptodactylidae;Engystomops petersi;Physaleme de Peters
Mammalia;Carnivora;Mustelidae;Enhydra lutris;Loutre de mer
Mammalia;Carnivora;Mustelidae;Enhydra lutris nereis;Loutre de mer de Californie
Reptilia;Squamata;Colubridae;Enhydris bocourti;Enhydre de Bocourt
Aves;Psittaciformes;Psittacidae;Enicognathus ferrugineus;Conure magellanique
Aves;Psittaciformes;Psittacidae;Enicognathus leptorhynchus;Conure à long bec
Aves;Apodiformes;Trochilidae;Ensifera ensifera;Colibri porte-épée
Aves;Psittaciformes;Cacatuidae;Eolophus roseicapilla;Cacatoès rosalbin
Aves;Psittaciformes;Psittacidae;Eos bornea;Lori écarlate
Aves;Psittaciformes;Psittacidae;Eos bornea rothschildi;Lori écarlate
Aves;Psittaciformes;Loriidae;Eos cyanogenia;Lori à joues bleues
Aves;Psittaciformes;Loriidae;Eos histrio;Lori arlequin
Aves;Psittaciformes;Loriidae;Eos reticulata;Lori réticulé
Aves;Psittaciformes;Loriidae;Eos semilarvata;Lori masqué
Aves;Psittaciformes;Loriidae;Eos squamata;Lori écaillé
Reptilia;Squamata;Boidae;Epicrates alvarezi;Boa arc-en-ciel
Reptilia;Squamata;Boidae;Epicrates angulifer;Boa de Cuba
Reptilia;Squamata;Boidae;Epicrates cenchria;Aboma
Reptilia;Squamata;Boidae;Epicrates cenchria cenchria;Boa arc-en-ciel
Reptilia;Squamata;Boidae;Epicrates chrysogaster;Boa de l'île Turques
Reptilia;Squamata;Boidae;Epicrates exsul;Boa de l'île Abaco
Reptilia;Squamata;Boidae;Epicrates fordii;Boa de Ford
Reptilia;Squamata;Boidae;Epicrates gracilis;Boa arboricole gracile
Reptilia;Squamata;Boidae;Epicrates inornatus;Boa de Porto Rico
Reptilia;Squamata;Boidae;Epicrates maurus;Boa arc-en-ciel
Reptilia;Squamata;Boidae;Epicrates monensis;Boa de l'île Mona
Reptilia;Squamata;Boidae;Epicrates striatus;Boa d'Haïti
Reptilia;Squamata;Boidae;Epicrates subflavus;Boa de la Jamaïque
Reptilia;Squamata;Leptotyphlopidae;Epictia collaris;Serpent
Reptilia;Squamata;Leptotyphlopidae;Epictia tenella;Serpent
Aves;Passeriformes;Paradisaeidae;Epimachus albertisi;Drépanornis d'Albertis
Aves;Passeriformes;Paradisaeidae;Epimachus bruijnii;Drépanornis de Bruijn
Aves;Passeriformes;Paradisaeidae;Epimachus fastuosus;Epimaque fastueux
Aves;Passeriformes;Paradisaeidae;Epimachus meyeri;Epimaque de Mayer
Aves;Passeriformes;Thamnophilidae;Epinecrophylla gutturalis;Myrmidon à ventre brun
Amphibia;Anura;Dendrobatidae;Epipedobates andinus;Epipedobate andin
Amphibia;Anura;Dendrobatidae;Epipedobates bolivianus;Epipedobate bolivien
Amphibia;Anura;Dendrobatidae;Epipedobates boulengeri;Epipedobate de Boulenger
Amphibia;Anura;Dendrobatidae;Epipedobates erythromos;Epipedobate du Rio Palenque
Amphibia;Anura;Dendrobatidae;Epipedobates espinosai;Epipedobate d'Espinosa
Amphibia;Anura;Dendrobatidae;Epipedobates ingeri;Epipedobate d'Inger
Amphibia;Anura;Dendrobatidae;Epipedobates maculatus;Epipedobate tacheté
Amphibia;Anura;Dendrobatidae;Epipedobates myersi;Epipedobate de Myers
Amphibia;Anura;Dendrobatidae;Epipedobates parvulus;Epipedobate minime
Amphibia;Anura;Dendrobatidae;Epipedobates petersi;Epipedobate de Peters
Amphibia;Anura;Dendrobatidae;Epipedobates pictus;Epipedobate peint
Amphibia;Anura;Dendrobatidae;Epipedobates pulchripectus;Epipedobate calisterne
Amphibia;Anura;Dendrobatidae;Epipedobates rufulus;Dendrobate rougeâtre
Amphibia;Anura;Dendrobatidae;Epipedobates silverstonei;Dendrobate de Silverstone
Amphibia;Anura;Dendrobatidae;Epipedobates smaragdinus;Epipedobate émeraude
Amphibia;Anura;Dendrobatidae;Epipedobates spp.;dendrobates
Amphibia;Anura;Dendrobatidae;Epipedobates tricolor;Epipedobate tricolore
Amphibia;Anura;Dendrobatidae;Epipedobates zaparo;Epipedobate zaparo
Mammalia;Chiroptera;Vespertilionidae;Eptesicus chiriquinus;Chauves-souris
Mammalia;Chiroptera;Vespertilionidae;Eptesicus furinalis;Chauves-souris
Mammalia;Chiroptera;Vespertilionidae;Eptesicus guadeloupensis;Sérotine de la Guadeloupe
Mammalia;Chiroptera;Vespertilionidae;Eptesicus nilssoni;Sérotine de Nilsson
Mammalia;Chiroptera;Vespertilionidae;Eptesicus serotinus;Sérotine commune
Mammalia;Perissodactyla;Equidae;Equus africanus;Ane sauvage d'Afrique
Mammalia;Perissodactyla;Equidae;Equus grevyi;Zèbre de Grévy
Mammalia;Perissodactyla;Equidae;Equus hemionus;Ane sauvage d'Asie
Mammalia;Perissodactyla;Equidae;Equus hemionus hemionus;Ane sauvage de Mongolie
Mammalia;Perissodactyla;Equidae;Equus kiang;Ane sauvage du Tibet
Mammalia;Perissodactyla;Equidae;Equus onager;Onagre
Mammalia;Perissodactyla;Equidae;Equus onager khur;Ane sauvage de l'Inde
Mammalia;Perissodactyla;Equidae;Equus przewalskii;Cheval de Przewalski
Mammalia;Perissodactyla;Equidae;Equus zebra hartmannae;Zèbre de Hartmann
Mammalia;Perissodactyla;Equidae;Equus zebra zebra;Zèbre de montagne du Cap
Aves;Passeriformes;Alaudidae;Eremophila alpestris;Alouette haussecol
Aves;Passeriformes;Alaudidae;Eremophila bilopha;Alouette bilophe
Reptilia;Testudines;Cheloniidae;Eretmochelys imbricata;Tortue caret (La)_ Tortue imbriquée_ Tortue à écailles
Reptilia;Testudines;Cheloniidae;Eretmochelys imbricata bissa;Tortue caret
Reptilia;Testudines;Cheloniidae;Eretmochelys imbricata imbricata;Tortue caret
Mammalia;Carnivora;Phocidae;Erignathus barbatus;Phoque barbu
Mammalia;Erinaceomorpha;Erinaceidae;Erinaceus europaeus;Hérisson d'Europe
Aves;Apodiformes;Trochilidae;Eriocnemis alinae;Érione d'Aline
Aves;Apodiformes;Trochilidae;Eriocnemis cupreoventris;Érione à ventre cuivré
Aves;Apodiformes;Trochilidae;Eriocnemis derbyi;Érione de Derby
Aves;Apodiformes;Trochilidae;Eriocnemis glaucopoides;Érione à front bleu
Aves;Apodiformes;Trochilidae;Eriocnemis godini;Érione turquoise
Aves;Apodiformes;Trochilidae;Eriocnemis luciani;Érione Catherine
Aves;Apodiformes;Trochilidae;Eriocnemis mirabilis;Érione multicolore
Aves;Apodiformes;Trochilidae;Eriocnemis mosquera;Érione à poitrine d'or
Aves;Apodiformes;Trochilidae;Eriocnemis nigrivestis;Érione à robe noire
Aves;Apodiformes;Trochilidae;Eriocnemis vestitus;Érione pattue
Aves;Passeriformes;Muscicapidae;Erithacus rubecula;Rougegorge familier
Reptilia;Testudines;Podocnemididae;Erymnochelys madagascariensis;Podocnémide de Madagascar
Mammalia;Primates;Cercopithecidae;Erythrocebus patas;Patas
Reptilia;Squamata;Dipsadidae;Erythrolamprus aesculapii;Serpent
Reptilia;Squamata;Dipsadidae;Erythrolamprus breviceps;Serpent
Reptilia;Squamata;Dipsadidae;Erythrolamprus cobella;Serpent
Reptilia;Squamata;Dipsadidae;Erythrolamprus juliae;petite couresse
Reptilia;Squamata;Dipsadidae;Erythrolamprus miliaris;Serpent
Reptilia;Squamata;Dipsadidae;Erythrolamprus pygmaeus;Serpent
Reptilia;Squamata;Dipsadidae;Erythrolamprus reginae;Serpent
Reptilia;Squamata;Dipsadidae;Erythrolamprus reginae reginae;Serpent
Reptilia;Squamata;Dipsadidae;Erythrolamprus typhlus;Serpent
Aves;Falconiformes;Accipitridae;Erythrotriorchis buergersi;Autour de Bürger
Aves;Falconiformes;Accipitridae;Erythrotriorchis radiatus;Autour rouge
Aves;Passeriformes;Estrildidae;Erythrura coloria;Diamant de Mindanao
Aves;Passeriformes;Estrildidae;Erythrura viridifacies;Diamant de Luçon
Reptilia;Squamata;Boidae;Eryx elegans;Boa des sables d'Asie centrale
Reptilia;Squamata;Boidae;Eryx jaculus;Boa des sables occidental
Reptilia;Squamata;Boidae;Eryx jayakari;Boa des sables d'Arabie
Reptilia;Squamata;Boidae;Eryx johnii;Boa des sables brun
Reptilia;Squamata;Boidae;Eryx miliaris;Boa des sables miliaire
Reptilia;Squamata;Boidae;Eryx somalicus;Boa des sables de Somalie
Reptilia;Squamata;Boidae;Eryx tataricus;Boa des sables de Tatarie
Reptilia;Squamata;Boidae;Eryx whitakeri;Boa des sables de Whitaker
Mammalia;Cetacea;Eschrichtiidae;Eschrichtius robustus;Baleine grise
Aves;Passeriformes;Estrildidae;Estrilda quartinia;Astrid à ventre jaune
Mammalia;Cetacea;Balaenidae;Eubalaena australis;Baleine franche australe
Mammalia;Cetacea;Balaenidae;Eubalaena glacialis;Baleine de Biscaye
Mammalia;Cetacea;Balaenidae;Eubalaena japonica;Baleine franche du Pacifique Nord
Mammalia;Cetacea;Balaenidae;Eubalaena spp.;baleines noires
Aves;Passeriformes;Thamnophilidae;Euchrepomis callinota;Grisin à croupion roux 
Aves;Passeriformes;Thamnophilidae;Euchrepomis spodioptila;Grisin spodioptile 
Aves;Pelecaniformes;Threskiornithidae;Eudocimus albus;Ibis blanc
Aves;Pelecaniformes;Threskiornithidae;Eudocimus ruber;Ibis rouge
Aves;Sphenisciformes;Spheniscidae;Eudyptes chrysocome;Gorfou sauteur
Aves;Sphenisciformes;Spheniscidae;Eudyptes chrysolophus;Gorfou maraconi
Aves;Sphenisciformes;Spheniscidae;Eudyptes schlegeli;Gorfou de Schlegel
Aves;Apodiformes;Trochilidae;Eugenes fulgens;Colibri de Rivoli
Aves;Apodiformes;Trochilidae;Eulampis holosericeus;Colibri falle-vert
Aves;Caprimulgiformes;Trochilidae;Eulampis jugularis;Colibri madère
Mammalia;Primates;Lemuridae;Eulemur albifrons;Lémur
Mammalia;Primates;Lemuridae;Eulemur coronatus;Lémur à couronne
Mammalia;Primates;Lemuridae;Eulemur fulvus;Lémur brun
Mammalia;Primates;Lemuridae;Eulemur macaco;Lémur macaco
Mammalia;Primates;Lemuridae;Eulemur mongoz;Lémur mongoz
Mammalia;Primates;Lemuridae;Eulemur rubriventer;Lémur à ventre rouge
Mammalia;Primates;Lemuridae;Eulemur spp.;Lémur
Mammalia;Chiroptera;Molossidae;Eumops auripendulus;Chauves-souris
Mammalia;Chiroptera;Molossidae;Eumops hansae;Chauves-souris
Mammalia;Chiroptera;Molossidae;Eumops maurus;Chauves-souris
Reptilia;Squamata;Boidae;Eunectes deschauenseei;Anaconda à taches sombres
Reptilia;Squamata;Boidae;Eunectes murinus;Anaconda
Reptilia;Squamata;Boidae;Eunectes notaeus;Anaconda du Paraguay
Aves;Psittaciformes;Psittacidae;Eunymphicus cornutus;Perruche cornue
Aves;Psittaciformes;Psittacidae;Eunymphicus cornutus cornutus;Perruche cornue
Aves;Psittaciformes;Psittacidae;Eunymphicus cornutus uvaensis;Perruche cornue
Mammalia;Primates;Galagidae;Euoticus elegantulus;Galago élégant
Mammalia;Primates;Galagidae;Euoticus pallidus;Galago
Aves;Apodiformes;Trochilidae;Eupherusa cyanophrys;Colibri d'Oaxaca
Aves;Apodiformes;Trochilidae;Eupherusa eximia;Colibri à épaulettes
Aves;Apodiformes;Trochilidae;Eupherusa nigriventris;Colibri à ventre noir
Aves;Apodiformes;Trochilidae;Eupherusa poliocerca;Colibri du Guerrero
Amphibia;Anura;Dicroglossidae;Euphlyctis hexadactylus;Grenouille du Bengale
Aves;Passeriformes;Fringillidae;Euphonia cayennensis;Organiste nègre 
Aves;Passeriformes;Fringillidae;Euphonia chrysopasta;Organiste fardé 
Aves;Passeriformes;Fringillidae;Euphonia cyanocephala;Organiste doré 
Aves;Passeriformes;Fringillidae;Euphonia finschi;Organiste de Finsch 
Aves;Passeriformes;Fringillidae;Euphonia minuta;Organiste cul-blanc 
Aves;Passeriformes;Fringillidae;Euphonia musica;Organiste louis d'or_ Perruche_ Avant Noël_ Roi-bois
Aves;Passeriformes;Fringillidae;Euphonia plumbea;Organiste plombé 
Aves;Passeriformes;Fringillidae;Euphonia violacea;Organiste téïté 
Aves;Passeriformes;Ploceidae;Euplectes spp.;Euplectes
Mammalia;Carnivora;Eupleridae;Eupleres goudotii;Euplère de Goudot
Aves;Gruiformes;Otididae;Eupodotis afra;Outarde korhaan
Aves;Gruiformes;Otididae;Eupodotis afraoides;Outarde à miroir blanc
Aves;Gruiformes;Otididae;Eupodotis bengalensis;Outarde de l'Inde
Aves;Gruiformes;Otididae;Eupodotis caerulescens;Outarde plombée
Aves;Gruiformes;Otididae;Eupodotis gindiana;Outarde d'Oustalet
Aves;Gruiformes;Otididae;Eupodotis hartlaubii;Outarde de Hartlaub
Aves;Gruiformes;Otididae;Eupodotis humilis;Outarde somalienne
Aves;Gruiformes;Otididae;Eupodotis indica;Outarde naine de l'Inde
Aves;Gruiformes;Otididae;Eupodotis rueppellii;Outarde de Rüppell
Aves;Gruiformes;Otididae;Eupodotis savilei;Outarde de Savile
Aves;Gruiformes;Otididae;Eupodotis senegalensis;Outarde du Sénégal
Aves;Gruiformes;Otididae;Eupodotis vigorsii;Outarde de Vigors
Amphibia;Urodela;Salamandridae;Euproctus asper;Calotriton des Pyrénées_ Euprocte des Pyrénées
Amphibia;Urodela;Salamandridae;Euproctus montanus;Euprocte de Corse
Aves;Psittaciformes;Psittacidae;Eupsittula pertinax;Conure cuivrée 
Aves;Eurypygiformes;Eurypygidae;Eurypyga helias;Caurale soleil 
Aves;Coraciiformes;Coraciidae;Eurystomus glaucurus;Rolle violet
Aves;Apodiformes;Trochilidae;Eutoxeres aquila;Bec-en-faucille aigle
Aves;Apodiformes;Trochilidae;Eutoxeres condamini;Bec-en-faucille de la Condamine
Aves;Falconiformes;Accipitridae;Eutriorchis astur;Serpentaire de Madagascar
Amphibia;Anura;Dendrobatidae;Excidobates mysteriosus;Dendrobate mystérieux
Reptilia;Squamata;Tropidophiidae;Exiliboa placata;Boa nain d'Oaxaca
Aves;Falconiformes;Falconidae;Falco alopex;Crécerelle renard
Aves;Falconiformes;Falconidae;Falco amurensis;Faucon de l'Amour
Aves;Falconiformes;Falconidae;Falco araea;Crécerelle des Seychelles
Aves;Falconiformes;Falconidae;Falco ardosiaceus;Faucon ardoisé
Aves;Falconiformes;Falconidae;Falco berigora;Faucon bérigora
Aves;Falconiformes;Falconidae;Falco biarmicus;Faucon lanier
Aves;Falconiformes;Falconidae;Falco cenchroides;Crécerelle australienne
Aves;Falconiformes;Falconidae;Falco cherrug;Faucon sacre
Aves;Falconiformes;Falconidae;Falco chicquera;Faucon à cou roux
Aves;Falconiformes;Falconidae;Falco columbarius;Faucon émerillon
Aves;Falconiformes;Falconidae;Falco concolor;Faucon concolore
Aves;Falconiformes;Falconidae;Falco cuvieri;Faucon de Cuvier
Aves;Falconiformes;Falconidae;Falco deiroleucus;Faucon orangé 
Aves;Falconiformes;Falconidae;Falco dickinsoni;Faucon de Dickinson
Aves;Falconiformes;Falconidae;Falco eleonorae;Faucon d'Éléonore
Aves;Falconiformes;Falconidae;Falco fasciinucha;Faucon taita
Aves;Falconiformes;Falconidae;Falco femoralis;Faucon aplomado
Aves;Falconiformes;Falconidae;Falco hybrides;Faucon hybride
Aves;Falconiformes;Falconidae;Falco hypoleucos;Faucon gris
Aves;Falconiformes;Falconidae;Falco jugger;Faucon laggar
Aves;Falconiformes;Falconidae;Falco longipennis;Petit faucon
Aves;Falconiformes;Falconidae;Falco mexicanus;Faucon des prairies
Aves;Falconiformes;Falconidae;Falco moluccensis;Crécerelle des Moluques
Aves;Falconiformes;Falconidae;Falco naumanni;Faucon crécerellette
Aves;Falconiformes;Falconidae;Falco newtoni;Crécerelle d'Aldabra
Aves;Falconiformes;Falconidae;Falco newtoni aldabranus;Crécerelle d'Aldabra
Aves;Falconiformes;Falconidae;Falco novaezeelandiae;Faucon de Nouvelle-Zélande
Aves;Falconiformes;Falconidae;Falco pelegrinoides;Faucon de Barbarie
Aves;Falconiformes;Falconidae;Falco peregrinus;Faucon pèlerin
Aves;Falconiformes;Falconidae;Falco peregrinus anatum;Faucon pèlerin d'Amérique du Nord
Aves;Falconiformes;Falconidae;Falco peregrinus peregrinus;Faucon pèlerin d'Eurasie
Aves;Falconiformes;Falconidae;Falco peregrinus tundrius;Faucon pèlerin d'Alaska et du Groenland
Aves;Falconiformes;Falconidae;Falco punctatus;Crécerelle de Maurice
Aves;Falconiformes;Falconidae;Falco rufigularis;Faucon des Chauves-souris
Aves;Falconiformes;Falconidae;Falco rupicoloides;Crécerelle aux yeux blancs
Aves;Falconiformes;Falconidae;Falco rusticolus;Faucon gerfaut
Aves;Falconiformes;Falconidae;Falco severus;Faucon aldrovandin
Aves;Falconiformes;Falconidae;Falco sparverius;Crécerelle d'Amérique
Aves;Falconiformes;Falconidae;Falco subbuteo;Faucon hobereau
Aves;Falconiformes;Falconidae;Falco subniger;Faucon noir
Aves;Falconiformes;Falconidae;Falco tinnunculus;Faucon crécerelle
Aves;Falconiformes;Falconidae;Falco vespertinus;Faucon kobez
Aves;Falconiformes;Falconidae;Falco zoniventris;Faucon à ventre rayé
Aves;Falconiformes;Falconidae;Falconiformes spp.;Rapaces
Mammalia;Carnivora;Felidae;Felis bieti;Chat de Biet
Mammalia;Carnivora;Felidae;Felis chaus;Chat de jungle
Mammalia;Carnivora;Felidae;Felis margarita;Chat des sables
Mammalia;Carnivora;Felidae;Felis nigripes;Chat à pieds noirs
Mammalia;Carnivora;Felidae;Felis silvestris;Chat forestier_ Chat sauvage
Mammalia;Carnivora;Felidae;Felis silvestris lybica;Chat orné
Mammalia;Carnivora;Felidae;Felis silvestris ocreata;Chat sauvage
Mammalia;Cetacea;Delphinidae;Feresa attenuata;Epaulard pygmée
Aves;Passeriformes;Muscicapidae;Ficedula albicollis;Gobemouche à collier
Aves;Passeriformes;Muscicapidae;Ficedula hypoleuca;Gobemouche noir
Aves;Passeriformes;Muscicapidae;Ficedula mugimaki;Gobemouche mugimaki
Aves;Passeriformes;Muscicapidae;Ficedula parva;Gobemouche nain_ Gobemouche rougeâtre
Aves;Passeriformes;Muscicapidae;Ficedula semitorquata;Gobemouche à semi collier_ Gobe-mouche à demi-collier
Aves;Pelecaniformes;Ardeidae;Florida caerulea;Aigrette bleue
Aves;Apodiformes;Trochilidae;Florisuga fusca;Colibri demi-deuil
Aves;Caprimulgiformes;Trochilidae;Florisuga mellivora;Colibri jacobin 
Aves;Passeriformes;Tyrannidae;Fluvicola pica;Moucherolle pie 
Aves;Passeriformes;Formicariidae;Formicarius analis;Tétéma coq-de-bois 
Aves;Passeriformes;Formicariidae;Formicarius colma;Tétéma colma 
Aves;Passeriformes;Thamnophilidae;Formicivora grisea;Grisin de Cayenne 
Aves;Psittaciformes;Psittacidae;Forpus coelestis;Toui céleste
Aves;Psittaciformes;Psittacidae;Forpus conspicillatus;Toui à lunettes
Aves;Psittaciformes;Psittacidae;Forpus crassirostris;Toui de Spix
Aves;Psittaciformes;Psittacidae;Forpus cyanopygius;Toui du Mexique
Aves;Psittaciformes;Psittacidae;Forpus modestus sclateri;Toui de Sclater (sclateri)
Aves;Psittaciformes;Psittacidae;Forpus passerinus;Toui été_ Perruche aux ailes bleues
Aves;Psittaciformes;Psittacidae;Forpus sclateri;Toui de Sclater
Aves;Psittaciformes;Psittacidae;Forpus xanthops;Toui à tête jaune
Aves;Psittaciformes;Psittacidae;Forpus xhanthipterygius;Perruche de Spix
Mammalia;Carnivora;Eupleridae;Fossa fossana;Civette fossane
Aves;Galliformes;Phasianidae;Francolinus francolinus;Francolin noir
Aves;Charadriiformes;Alcidae;Fratercula arctica;Macareux moine
Aves;Charadriiformes;Alcidae;Fratercula cirrhata;Macareux huppé
Aves;Passeriformes;Thamnophilidae;Frederickena viridis;Batara à gorge noire 
Aves;Pelecaniformes;Fregatidae;Fregata andrewsi;Frégate D'Andrews
Aves;Pelecaniformes;Fregatidae;Fregata ariel;Frégate ariel
Aves;Pelecaniformes;Fregatidae;Fregata magnificens;Frégate superbe
Aves;Procellariiformes;Oceanitidae;Fregetta grallaria;Océanite à ventre blanc
Aves;Procellariiformes;Oceanitidae;Fregetta tropica;Océanite à ventre noir
Aves;Passeriformes;Fringillidae;Fringilla coelebs;Pinson des arbres
Aves;Passeriformes;Fringillidae;Fringilla montifringilla;Pinson du nord_ Pinson des Ardennes
Aves;Passeriformes;Fringillidae;Fringilla teydea;Pinson bleu
Aves;Gruiformes;Rallidae;Fulica americana;Foulque d'Amérique
Aves;Gruiformes;Rallidae;Fulica caribaea;Foulque d'Amérique
Aves;Gruiformes;Rallidae;Fulica cristata;Foulque à crête_ Foulque caronculée
Aves;Procellariiformes;Procellariidae;Fulmarus glacialis;Pétrel fulmar_ Fulmar boréal
Aves;Procellariiformes;Procellariidae;Fulmarus glacialoides;Fulmar argenté_ Fulmar antarctique
Reptilia;Squamata;Chamaeleonidae;Furcifer angeli;Caméléon d'Angel
Reptilia;Squamata;Chamaeleonidae;Furcifer antimena;Caméléon à lignes blanches
Reptilia;Squamata;Chamaeleonidae;Furcifer balteatus;Caméléon forestier
Reptilia;Squamata;Chamaeleonidae;Furcifer belalandaensis;Caméléon de Belalanda
Reptilia;Squamata;Chamaeleonidae;Furcifer bifidus;Caméléon à nez fourchu
Reptilia;Squamata;Chamaeleonidae;Furcifer campani;Caméléon forestier de Madagascar
Reptilia;Squamata;Chamaeleonidae;Furcifer cephalolepis;Caméléon des Comores
Reptilia;Squamata;Chamaeleonidae;Furcifer labordi;Caméléon de Laborde
Reptilia;Squamata;Chamaeleonidae;Furcifer lateralis;Caméléon à bandes latérales_ Caméléon-joyau
